sample_name	library_ID	BioProject accession	title	tissue	geographic location	sex	isolate	Lat	Lon	Anem_ID	Collection_Date	Size	Size_type	Tail_color	dev_stage	Collector	Notes	library_strategy	LibraryName	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2
APCL14_473_L2466	L2466	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855655	124.72616	691	2014-06-26	8.6	FL	O	adult	MRS	AND ALSO A SNAKE, I THINK (actually a goatfish)	RAD-Seq	L2466	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2466.R1.fq.gz	
APCL14_476_L2467	L2467	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855655	124.72616	691	2014-06-26	6.8	FL	O	adult	MRS	AND ALSO A SNAKE, I THINK (actually a goatfish)	RAD-Seq	L2467	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2467.R1.fq.gz	
APCL14_483_L2468	L2468	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855413	124.726207	693	2014-06-26	10.5	FL	O	adult	MRS	>12X 3.5 CM OR SMALLER	RAD-Seq	L2468	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2468.R1.fq.gz	
APCL14_484_L2469	L2469	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855413	124.726207	693	2014-06-26	9.8	FL	YR	adult	MRS	>12X 3.5 CM OR SMALLER	RAD-Seq	L2469	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2469.R1.fq.gz	
APCL13_410_L2489	L2489	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.869466	124.716289	239	2013-05-30	5	FL	YR	NA	MLP		RAD-Seq	L2489	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2489.R1.fq.gz	
APCL13_558_L2493	L2493	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.633398	124.776942	307	2013-06-03	3.7	FL	W	NA	MLP		RAD-Seq	L2493	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2493.R1.fq.gz	
APCL13_609_L2529	L2529	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.870106	124.715314	333	2013-06-04	4.2	FL	W	NA	MLP	seem to be on outer reef edge here	RAD-Seq	L2529	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2529.R1.fq.gz	
APCL14_355_L2535	L2535	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.868988	124.716446	582	2014-06-23	5.1	FL	WR	NA	MRS	2015-09-01: failed extraction	RAD-Seq	L2535	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2535.R1.fq.gz	
APCL14_472_L2540	L2540	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855655	124.72616	691	2014-06-26	8.4	FL	YP	adult	MRS	AND ALSO A SNAKE, I THINK (actually a goatfish)	RAD-Seq	L2540	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2540.R1.fq.gz	
APCL14_474_L2541	L2541	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855655	124.72616	691	2014-06-26	7	FL	YP	adult	MRS	AND ALSO A SNAKE, I THINK (actually a goatfish)	RAD-Seq	L2541	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2541.R1.fq.gz	
APCL14_475_L2542	L2542	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855655	124.72616	691	2014-06-26	5.1	FL	YR	NA	MRS	AND ALSO A SNAKE, I THINK (actually a goatfish)	RAD-Seq	L2542	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2542.R1.fq.gz	
APCL14_478_L2543	L2543	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855655	124.72616	691	2014-06-26	8.2	FL	YP	adult	MRS	AND ALSO A SNAKE, I THINK (actually a goatfish)	RAD-Seq	L2543	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2543.R1.fq.gz	
APCL14_479_L2544	L2544	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855655	124.72616	691	2014-06-26	4.4	FL	YR	NA	MRS	AND ALSO A SNAKE, I THINK (actually a goatfish)	RAD-Seq	L2544	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2544.R1.fq.gz	
APCL14_480_L2545	L2545	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855512	124.726187	692	2014-06-26	10.7	FL	YP	adult	MRS		RAD-Seq	L2545	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2545.R1.fq.gz	
APCL14_481_L2546	L2546	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855512	124.726187	692	2014-06-26	9.8	FL	O	adult	MRS		RAD-Seq	L2546	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2546.R1.fq.gz	
APCL14_482_L2547	L2547	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855512	124.726187	692	2014-06-26	4.7	FL	Y	NA	MRS		RAD-Seq	L2547	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2547.R1.fq.gz	
APCL14_485_L2548	L2548	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855413	124.726207	693	2014-06-26	6.8	FL	YR	NA	MRS	>12X 3.5 CM OR SMALLER	RAD-Seq	L2548	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2548.R1.fq.gz	
APCL14_486_L2549	L2549	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855413	124.726207	693	2014-06-26	7.5	FL	YR	adult	MRS	>12X 3.5 CM OR SMALLER	RAD-Seq	L2549	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2549.R1.fq.gz	
APCL14_487_L2550	L2550	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855413	124.726207	693	2014-06-26	4.4	FL	YR	NA	MRS	>12X 3.5 CM OR SMALLER	RAD-Seq	L2550	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2550.R1.fq.gz	
APCL14_488_L2551	L2551	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855413	124.726207	693	2014-06-26	4.5	FL	YR	NA	MRS	>12X 3.5 CM OR SMALLER	RAD-Seq	L2551	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2551.R1.fq.gz	
APCL14_464_L2560	L2560	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.861073	124.721724	688	2014-06-26	6.4	FL	O	adult	MRS		RAD-Seq	L2560	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2560.R1.fq.gz	
APCL14_467_L2561	L2561	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.856038	124.726383	198	2014-06-26	6.1	FL	YP	adult	MRS		RAD-Seq	L2561	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2561.R1.fq.gz	
APCL12_183_L2569	L2569	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.7565465	124.7858415	NA	2012-05-11	7.8	FL	Y	adult	MLP		RAD-Seq	L2569	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2569.R1.fq.gz	
APCL12_184_L2570	L2570	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.7565465	124.7858415	NA	2012-05-11	7.7	FL	O	adult	MLP		RAD-Seq	L2570	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2570.R1.fq.gz	
APCL12_189_L2571	L2571	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.755149	124.78508	NA	2012-05-11	4.4	FL	Y	NA	MLP		RAD-Seq	L2571	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2571.R1.fq.gz	
APCL12_191_L2572	L2572	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.755149	124.78508	NA	2012-05-11	9.5	FL	Y	adult	MLP		RAD-Seq	L2572	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2572.R1.fq.gz	
APCL15_372039_L2716	L2716	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.76888211	124.7836553	711	2015-06-07	8.5	FL	OR	adult	MRS		RAD-Seq	L2716	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2716.R1.fq.gz	
APCL15_355704_L2764	L2764	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.86088909	124.7218663	NA	2015-06-04	8.6	FL	O	adult	MRS		RAD-Seq	L2764	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2764.R1.fq.gz	
APCL15_372744_L2818	L2818	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.87388012	124.7107408	2014	2015-05-29	9.6	FL	YP	adult	MRS		RAD-Seq	L2818	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2818.R1.fq.gz	
APCL15_373627_L2819	L2819	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.87391775	124.7107896	2013	2015-05-29	6.8	FL		NA	MRS		RAD-Seq	L2819	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2819.R1.fq.gz	
APCL15_373943_L2850	L2850	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.87428966	124.7108863	730	2015-05-29	9.2	FL	O	adult	MRS		RAD-Seq	L2850	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2850.R1.fq.gz	
APCL15_355180_L2882	L2882	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.8092248	124.7652916	698	2015-06-07	9.9	FL	YP	adult	MRS		RAD-Seq	L2882	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2882.R1.fq.gz	
APCL15_401656_L2900	L2900	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.8731032	124.7116568	2017	2015-05-30	8.6	FL	O	adult	MRS	UPON CLOSER INSPECTION, THIS ANEMONE MIGHT NOT bE HEAR, NOT SO MUCH bEADED AS STRIPED HORIZONTALLY 	RAD-Seq	L2900	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2900.R1.fq.gz	
APCL15_405940_L2904	L2904	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.87284889	124.7122528	876	2015-05-30	10.2	FL	OP	adult	MRS		RAD-Seq	L2904	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2904.R1.fq.gz	
APCL15_371404_L2935	L2935	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.7436789	124.7867479	1235	2015-05-28	10.1	FL	O	adult	MRS	371025 kept falling out of the hole, popped out the mouth or gills when injected, no tag in this fish	RAD-Seq	L2935	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2935.R1.fq.gz	
